human_gene_id,entrez_id,sysid_id,chromosome_location,gene_type_id,gene_symbol,gene_description,gene_synonyms,omim_id,ensembl_id,hprd_id,hgnc_id,hpsd,human_gene_remark
110,78989,SysID_0420,2p25.3,1,COLEC11,"collectin subfamily member 11","3MC2, CL-K1-I, CL-K1-II, CL-K1-IIa, CL-K1-IIb, CLK1",612502,ENSG00000118004,10847,17213,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
111,27235,SysID_0084,4q21.23,1,COQ2,"coenzyme Q2, polyprenyltransferase","CL640, COQ10D1, MSA1, PHB:PPT",609825,ENSG00000173085,13062,25223,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
112,1352,SysID_0085,17p12,1,COX10,"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10",MC4DN3,602125,ENSG00000006695,03673,2260,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
113,1355,SysID_0086,10q24.2,1,COX15,"cytochrome c oxidase assembly homolog COX15","CEMCOX2, MC4DN6",603646,ENSG00000014919,04707,2263,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
114,51185,SysID_0087,3p26.2,1,CRBN,cereblon,"MRT2, MRT2A",609262,ENSG00000113851,16750,30185,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
115,1387,SysID_0088,16p13.3,1,CREBBP,"CREB binding protein","CBP, KAT3A, MKHK1, RSTS, RSTS1",600140,ENSG00000005339,02534,2348,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
116,9150,SysID_0089,18q23,1,CTDP1,"CTD phosphatase subunit 1","CCFDN, FCP1",604927,ENSG00000060069,05377,2498,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
117,1499,SysID_0478,3p22.1,1,CTNNB1,"catenin beta 1","CTNNB, EVR7, MRD19, NEDSDV, armadillo",116806,ENSG00000168036,00286,2514,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
118,8450,SysID_0090,Xq24,1,CUL4B,"cullin 4B","CUL-4B, MRXHF2, MRXS15, MRXSC, SFM2",300304,ENSG00000158290,02251,2555,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
119,1727,SysID_0091,22q13.2,1,CYB5R3,"cytochrome b5 reductase 3","B5R, DIA1",613213,ENSG00000100243,08942,2873,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
120,728294,SysID_0092,2q37.3,1,D2HGDH,"D-2-hydroxyglutarate dehydrogenase",D2HGD,609186,ENSG00000180902,14502,28358,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
121,55157,SysID_0093,1q25.1,1,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial","ASPRS, LBSL, MT-ASPRS, mtAspRS",610956,ENSG00000117593,07677,25538,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
122,1629,SysID_0094,1p21.2,1,DBT,"dihydrolipoamide branched chain transacylase E2","BCATE2, BCKAD-E2, BCKADE2, BCKDH-E2, BCOADC-E2, E2, E2B",248610,ENSG00000137992,02010,2698,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
123,1641,SysID_0095,Xq23,1,DCX,doublecortin,"DBCN, DC, LISX, SCLH, XLIS",300121,ENSG00000077279,02127,2714,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
124,23259,SysID_0479,8p11.23,1,DDHD2,"DDHD domain containing 2","SAMWD1, SPG54, iPLA(1)gamma, iPLA1gamma",615003,ENSG00000085788,16788,29106,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
125,10522,SysID_0480,11p15.5,1,DEAF1,"DEAF1 transcription factor","MRD24, NEDHELS, NUDR, SPN, VSVS, ZMYND5",602635,ENSG00000177030,04027,14677,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
126,1718,SysID_0096,1p32.3,1,DHCR24,"24-dehydrocholesterol reductase","DCE, Nbla03646, SELADIN1, seladin-1",606418,ENSG00000116133,05916,2859,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
127,1717,SysID_0097,11q13.4,1,DHCR7,"7-dehydrocholesterol reductase",SLOS,602858,ENSG00000172893,04174,2860,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
128,1719,SysID_0440,5q14.1,1,DHFR,"dihydrofolate reductase","DHFRP1, DYR",126060,ENSG00000228716,00519,2861,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
129,55526,SysID_0481,10p14,1,DHTKD1,"dehydrogenase E1 and transketolase domain containing 1","AMOXAD, CMT2Q",614984,ENSG00000181192,09917,23537,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
130,57609,SysID_0098,12q13.12,1,DIP2B,"disco interacting protein 2 homolog B",-,611379,ENSG00000066084,11148,29284,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
131,1736,SysID_0099,Xq28,1,DKC1,"dyskerin pseudouridine synthase 1","CBF5, DKC, DKCX, NAP57, NOLA4, XAP101",300126,ENSG00000130826,02129,2890,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
132,1738,SysID_0100,7q31.1,1,DLD,"dihydrolipoamide dehydrogenase","DLDD, DLDH, E3, GCSL, LAD, OGDC-E3, PHE3",238331,ENSG00000091140,02006,2898,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
133,1741,SysID_0101,Xq13.1,1,DLG3,"discs large MAGUK scaffold protein 3","MRX, MRX90, NEDLG, PPP1R82, SAP102, XLMR",300189,ENSG00000082458,02177,2902,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
134,1756,SysID_0102,Xp21.2-p21.1,1,DMD,dystrophin,"BMD, CMD3B, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272, MRX85",300377,ENSG00000198947,02303,2928,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
135,1760,SysID_0103,19q13.32,1,DMPK,"DM1 protein kinase","DM, DM1, DM1PK, DMK, MDPK, MT-PK",605377,ENSG00000104936,05645,2933,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
136,131118,SysID_0104,3q26.33,1,DNAJC19,"DnaJ heat shock protein family (Hsp40) member C19","PAM18, TIM14, TIMM14",608977,ENSG00000205981,12349,30528,1,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Ensemble gives many to many, but the 2nd hit (CG32727) has a has a much lower level of identity to DNAJC19 (expect value E-31 vs. 0.002)"
137,1789,SysID_0105,20q11.21,1,DNMT3B,"DNA methyltransferase 3 beta","ICF, ICF1, M.HsaIIIB",602900,ENSG00000088305,04209,2979,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
138,1798,SysID_0106,11q23.3,1,DPAGT1,"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1","ALG7, CDG-Ij, CDG1J, CMS13, CMSTA2, D11S366, DGPT, DPAGT, DPAGT2, G1PT, GPT, UAGT, UGAT",191350,ENSG00000172269,01879,2995,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
139,8813,SysID_0107,20q13.13,1,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic","CDGIE, MPDS",603503,ENSG00000000419,04613,3005,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
140,1806,SysID_0108,1p21.3,1,DPYD,"dihydropyrimidine dehydrogenase","DHP, DHPDHASE, DPD",612779,ENSG00000188641,02036,3012,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: One to one on Treefam"
141,54808,SysID_0109,18q21.1,1,DYM,dymeclin,"DMC, SMC",607461,ENSG00000141627,08469,21317,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
142,1778,SysID_0465,14q32.31,1,DYNC1H1,"dynein cytoplasmic 1 heavy chain 1","CMT2O, DHC1, DHC1a, DNCH1, DNCL, DNECL, DYHC, Dnchc1, HL-3, SMALED1, p22",600112,ENSG00000197102,02524,2961,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
143,1859,SysID_0482,21q22.13,1,DYRK1A,"dual specificity tyrosine phosphorylation regulated kinase 1A","DYRK, DYRK1, HP86, MNB, MNBH, MRD7",600855,ENSG00000157540,09018,3091,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
144,9343,SysID_0455,17q21.31,1,EFTUD2,"elongation factor Tu GTP binding domain containing 2","MFDGA, MFDM, SNRNP116, Snrp116, Snu114, U5-116KD",603892,ENSG00000108883,04869,30858,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
145,79813,SysID_0110,9q34.3,1,EHMT1,"euchromatic histone lysine methyltransferase 1","EHMT1-IT1, EUHMTASE1, Eu-HMTase1, FP13812, GLP, GLP1, KLEFS1, KMT1D",607001,ENSG00000181090,07383,24650,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
146,9451,SysID_0111,2p11.2,1,EIF2AK3,"eukaryotic translation initiation factor 2 alpha kinase 3","PEK, PERK, WRS",604032,ENSG00000172071,04942,3255,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
147,6785,SysID_0450,6q14.1,1,ELOVL4,"ELOVL fatty acid elongase 4","ADMD, CT118, ISQMR, SCA34, STGD2, STGD3",605512,ENSG00000118402,05697,14415,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
148,2018,SysID_0112,10q26.11,1,EMX2,"empty spiracles homeobox 2",-,600035,ENSG00000170370,02495,3341,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Martijn: Not in Treefam. In Ensembl the levels of identity of two DM genes are equal; Annette: ems seems rather closer than E5, is also homologene and more enriched in l-CNS. Annette: in 2013 only FBgn0008646 has been investigate and data seem still valuable. In future we will not investigate either."
149,2033,SysID_0113,22q13.2,1,EP300,"E1A binding protein p300","KAT3B, MKHK2, RSTS2, p300",602700,ENSG00000100393,04078,3373,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
150,57724,SysID_0483,18q12.3-q21.1,1,EPG5,"ectopic P-granules autophagy protein 5 homolog","HEEW1, KIAA1632, VICIS",615068,ENSG00000152223,11157,29331,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
151,2068,SysID_0114,19q13.32,1,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit","COFS2, EM9, TFIIH, TTD, TTD1, XPD",126340,ENSG00000104884,00530,3434,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
152,2071,SysID_0115,2q14.3,1,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit","BTF2, GTF2H, RAD25, Ssl2, TFIIH, TTD2, XPB",133510,ENSG00000163161,00593,3435,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
153,2073,SysID_0116,13q33.1,1,ERCC5,"ERCC excision repair 5, endonuclease","COFS3, ERCC5-201, ERCM2, UVDR, XPG, XPGC",133530,ENSG00000134899,00595,3437,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
154,2074,SysID_0117,10q11.23,1,ERCC6,"ERCC excision repair 6, chromatin remodeling factor","ARMD5, CKN2, COFS, COFS1, CSB, CSB-PGBD3, POF11, RAD26, UVSS1",609413,ENSG00000225830,00596,3438,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
155,1161,SysID_0118,5q12.1,1,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit","CKN1, CSA, UVSS2",609412,ENSG00000049167,07523,3439,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
156,11160,SysID_0446,8p11.23,1,ERLIN2,"ER lipid raft associated 2","C8orf2, Erlin-2, NET32, SPFH2, SPG18",611605,ENSG00000147475,15437,1356,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
157,157570,SysID_0119,8p21.1,1,ESCO2,"establishment of sister chromatid cohesion N-acetyltransferase 2","2410004I17Rik, EFO2, EFO2p, JHS, RBS, hEFO2",609353,ENSG00000171320,18564,27230,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
158,23474,SysID_0120,19q13.31,1,ETHE1,"ETHE1 persulfide dioxygenase","HSCO, YF13H12",608451,ENSG00000105755,09764,23287,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
159,2177,SysID_0121,3p25.3,1,FANCD2,"FA complementation group D2","FA-D2, FA4, FACD, FAD, FAD2, FANCD",613984,ENSG00000144554,01968,3585,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
160,2245,SysID_0123,Xp11.22,1,FGD1,"FYVE, RhoGEF and PH domain containing 1","AAS, FGDY, MRXS16, ZFYVE3",300546,ENSG00000102302,02373,3663,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
161,2263,SysID_0124,10q26.13,1,FGFR2,"fibroblast growth factor receptor 2","BBDS, BEK, BFR-1, CD332, CEK3, CFD1, ECT1, JWS, K-SAM, KGFR, TK14, TK25",176943,ENSG00000066468,01492,3689,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Martijn: many to many, levels of identity of the two DM hits are similar (< 10 different). Annette: For both new orthologies (future and 2013), I would like to have htl as the sole annotation. htl has much better values to both human genes. Htl is also the one that is enriched in NS expression on fly atlas"
162,2261,SysID_0125,4p16.3,1,FGFR3,"fibroblast growth factor receptor 3","ACH, CD333, CEK2, HSFGFR3EX, JTK4",134934,ENSG00000068078,00624,3690,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Martijn: many to many, levels of identity of the two DM hits are similar (< 10 different). Annette: For both new orthologies (future and 2013), I would like to have htl as the sole annotation. htl has much better values to both human genes. Htl is also the one that is enriched in NS expression on fly atlas"
163,2271,SysID_0126,1q43,1,FH,"fumarate hydratase","FMRD, HLRCC, HsFH, LRCC, MCL, MCUL1",136850,ENSG00000091483,00652,3700,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
164,79147,SysID_0127,19q13.32,1,FKRP,"fukutin related protein","FKTR, LGMD2I, LGMDR9, MDC1C, MDDGA5, MDDGB5, MDDGC5",606596,ENSG00000181027,05962,17997,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
165,2218,SysID_0128,9q31.2,1,FKTN,fukutin,"CMD1X, FCMD, LGMD2M, LGMDR13, MDDGA4, MDDGB4, MDDGC4",607440,ENSG00000106692,06308,3622,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
166,2316,SysID_0129,Xq28,1,FLNA,"filamin A","ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD",300017,ENSG00000196924,02060,3754,1,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Many (HS) to one (DM on Treefam), despite additional possible orthologs on ensemble"
167,2332,SysID_0130,Xq27.3,1,FMR1,"FMRP translational regulator 1","FMRP, FRAXA, POF, POF1",309550,ENSG00000102081,02398,3775,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
168,2290,SysID_0131,14q12,1,FOXG1,"forkhead box G1","BF1, BF2, FHKL3, FKH2, FKHL1, FKHL2, FKHL3, FKHL4, FOXG1A, FOXG1B, FOXG1C, HBF-1, HBF-2, HBF-3, HBF-G2, HBF2, HFK1, HFK2, HFK3, KHL2, QIN",164874,ENSG00000176165,01283,3811,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: SLP2 is closer than SLP1 (incl. Treefam)"
169,27086,SysID_0390,3p13,1,FOXP1,"forkhead box P1","12CC4, HSPC215, MFH, QRF1, hFKH1B",605515,ENSG00000114861,18518,3823,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
170,80144,SysID_0132,4q21.21,1,FRAS1,"Fraser extracellular matrix complex subunit 1",FRASRS1,607830,ENSG00000138759,06382,19185,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
171,79068,SysID_0133,16q12.2,1,FTO,"FTO alpha-ketoglutarate dependent dioxygenase","ALKBH9, BMIQ14, GDFD",610966,ENSG00000140718,19057,24678,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
172,24140,SysID_0134,Xp11.23,1,FTSJ1,"FtsJ RNA 2'-O-methyltransferase 1","CDLIV, JM23, MRX44, MRX9, SPB1, TRMT7",300499,ENSG00000068438,06568,13254,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
173,2517,SysID_0135,1p36.11,1,FUCA1,"alpha-L-fucosidase 1",FUCA,612280,ENSG00000179163,01974,4006,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
174,2571,SysID_0136,2q31.1,1,GAD1,"glutamate decarboxylase 1","CPSQ1, DEE89, GAD, SCP",605363,ENSG00000128683,12011,4092,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
175,2582,SysID_0137,1p36.11,1,GALE,UDP-galactose-4-epimerase,SDR1E1,606953,ENSG00000117308,06092,4116,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
176,2592,SysID_0138,9p13.3,1,GALT,"galactose-1-phosphate uridylyltransferase",-,606999,ENSG00000213930,06106,4135,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: New FBgn Nr is FBgn0263200"
177,2593,SysID_0139,19p13.3,1,GAMT,"guanidinoacetate N-methyltransferase","CCDS2, HEL-S-20, PIG2, TP53I2",601240,ENSG00000130005,03142,4136,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
178,57459,SysID_0484,1q21.3,1,GATAD2B,"GATA zinc finger domain containing 2B","GANDS, MRD18, P66beta, p68",614998,ENSG00000143614,15094,30778,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
179,2628,SysID_0140,15q21.1,1,GATM,"glycine amidinotransferase","AGAT, AT, CCDS3, FRTS1",602360,ENSG00000171766,03838,4175,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
180,2653,SysID_0142,16q23.2,1,GCSH,"glycine cleavage system protein H","GCE, NKH",238330,ENSG00000140905,01998,4208,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
181,2664,SysID_0143,Xq28,1,GDI1,"GDP dissociation inhibitor 1","1A, GDIL, MRX41, MRX48, OPHN2, RABGD1A, RABGDIA, XAP-4",300104,ENSG00000203879,02114,4226,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
182,2670,SysID_0144,17q21.31,1,GFAP,"glial fibrillary acidic protein",ALXDRD,137780,ENSG00000131095,00675,4235,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
183,2643,SysID_0141,14q22.2,1,GCH1,"GTP cyclohydrolase 1","DYT14, DYT5, DYT5a, GCH, GTP-CH-1, GTPCH1, HPABH4B",600225,ENSG00000131979,02573,4193,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
184,57165,SysID_0145,1q42.13,1,GJC2,"gap junction protein gamma 2","CX46.6, Cx47, GJA12, HLD2, LMPH1C, LMPHM3, PMLDAR, SPG44",608803,ENSG00000198835,10582,17494,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
185,2710,SysID_0146,Xp21.2,1,GK,"glycerol kinase","GK1, GKD",300474,ENSG00000198814,08363,4289,1,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Many to many, but CG18374 has more than 10% higher level of idenity than the other one"
186,2731,SysID_0147,9p24.1,1,GLDC,"glycine decarboxylase","GCE, GCSP, HYGN1",238300,ENSG00000178445,01996,4313,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
187,2736,SysID_0148,2q14.2,1,GLI2,"GLI family zinc finger 2","CJS, HPE9, PHS2, THP1, THP2",165230,ENSG00000074047,01312,4318,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
188,2737,SysID_0149,7p14.1,1,GLI3,"GLI family zinc finger 3","ACLS, GCPS, GLI3-190, GLI3FL, PAP-A, PAPA, PAPA1, PAPB, PHS, PPDIV",165240,ENSG00000106571,01313,4319,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
189,2778,SysID_0150,20q13.32,1,GNAS,"GNAS complex locus","AHO, C20orf45, GNAS1, GPSA, GSA, GSP, NESP, PITA3, POH, SCG6, SgVI",139320,ENSG00000087460,00761,4392,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
190,8443,SysID_0151,1q42.2,1,GNPAT,"glyceronephosphate O-acyltransferase","DAP-AT, DAPAT, DHAPAT, RCDP2",602744,ENSG00000116906,04120,4416,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
191,2799,SysID_0152,12q14.3,1,GNS,"glucosamine (N-acetyl)-6-sulfatase",G6S,607664,ENSG00000135677,09637,4422,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
192,2719,SysID_0153,Xq26.2,1,GPC3,"glypican 3","DGSX, GTR2-2, MXR7, OCI-5, SDYS, SGB, SGBS, SGBS1",300037,ENSG00000147257,02074,4451,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Two (HS) to one (DM) on TreeFam"
193,10243,SysID_0154,14q23.3-q24.1,1,GPHN,gephyrin,"GEPH, GPH, GPHRYN, HKPX1, MOCODC",603930,ENSG00000171723,04893,15465,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
194,9289,SysID_0155,16q21,1,ADGRG1,"adhesion G protein-coupled receptor G1","BFPP, BPPR, GPR56, TM7LN4, TM7XN1",604110,ENSG00000205336,06824,4512,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
195,2892,SysID_0156,Xq25,1,GRIA3,"glutamate ionotropic receptor AMPA type subunit 3","GLUR-C, GLUR-K3, GLUR3, GLURC, GluA3, MRX94, MRXSW",305915,ENSG00000125675,02378,4573,1,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: many to many, DM genes have more or less the same level of idenity to the human gene"
196,2898,SysID_0157,6q16.3,1,GRIK2,"glutamate ionotropic receptor kainate type subunit 2","EAA4, GLR6, GLUK6, GLUR6, GluK2, MRT6",138244,ENSG00000164418,00692,4580,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: GRIK2 and CG3822 are Best Bidirectional Hits (CG3822 is for one reason or another not in TreeFam). We thus take it, even if Martijn remarks: The dirty secret of making trees is that there are no obvious standards for which sequences to in/exclude. If I make a quick tree "on the fly" with the DM and HS Homologs I get a many to many situation, in which CG9935 together with CG1155 clusters with a number of GRIKs including GRIK2. There is, in my view no strong evidence for an meaningful orthology relationship between any specific DM gene and GRIK2."
197,2903,SysID_0392,16p13.2,1,GRIN2A,"glutamate ionotropic receptor NMDA type subunit 2A","EPND, FESD, GluN2A, LKS, NMDAR2A, NR2A",138253,ENSG00000183454,00698,4585,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
198,2904,SysID_0393,12p13.1,1,GRIN2B,"glutamate ionotropic receptor NMDA type subunit 2B","DEE27, EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3",138252,ENSG00000273079,00697,4586,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
199,2911,SysID_0485,6q24.3,1,GRM1,"glutamate metabotropic receptor 1","GPRC1A, MGLU1, MGLUR1, PPP1R85, SCA44, SCAR13",604473,ENSG00000152822,05129,4593,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
200,2937,SysID_0158,20q11.22,1,GSS,"glutathione synthetase","GSHS, HEL-S-64p, HEL-S-88n",601002,ENSG00000100983,03000,4624,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
201,84892,SysID_0486,3p22.1,1,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)","AGO61, C3orf39, GTDC2, MDDGA8, MDDGC8",614828,ENSG00000144647,07863,25902,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
202,404672,SysID_0159,6q25.3,1,GTF2H5,"general transcription factor IIH subunit 5","C6orf175, TFB5, TFIIH, TGF2H5, TTD, TTD-A, TTD3, TTDA, bA120J8.2",608780,ENSG00000272047,10581,21157,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
203,2990,SysID_0160,7q11.21,1,GUSB,"glucuronidase beta","BG, MPS7",611499,ENSG00000169919,02018,4696,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
204,10456,SysID_0447,1q21.3,1,HAX1,"HCLS1 associated protein X-1","HCLSBP1, HS1BP1, SCN3",605998,ENSG00000143575,12075,16915,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
205,3052,SysID_0161,Xp22.2,1,HCCS,"holocytochrome c synthase","CCHL, LSDMCA1, MCOPS7, MLS",300056,ENSG00000004961,02085,4837,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
206,3054,SysID_0487,Xq28,1,HCFC1,"host cell factor C1","CFF, HCF, HCF-1, HCF1, HFC1, MRX3, PPP1R89, VCAF",300019,ENSG00000172534,02061,4839,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
207,9759,SysID_0401,2q37.3,1,HDAC4,"histone deacetylase 4","AHO3, BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA",605314,ENSG00000068024,05610,14063,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
208,55869,SysID_0488,Xq13.1,1,HDAC8,"histone deacetylase 8","CDA07, CDLS5, HD8, HDACL1, KDAC8, MRXS6, RPD3, WTS",300269,ENSG00000147099,02227,13315,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
209,220296,SysID_0489,11q24.2,1,HEPACAM,"hepatic and glial cell adhesion molecule","GlialCAM, HEPN1, MLC2A, MLC2B",611642,ENSG00000165478,08068,26361,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
210,8924,SysID_0490,15q13.1,1,HERC2,"HECT and RLD domain containing E3 ubiquitin protein ligase 2","D15F37S1, MRT38, SHEP1, jdf2, p528",605837,ENSG00000128731,06905,4868,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
211,8820,SysID_0162,3p14.3,1,HESX1,"HESX homeobox 1","ANF, CPHD5, RPX",601802,ENSG00000163666,03482,4877,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
